TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionAmount_bin,AccountBalance_bin,Target
235.4,Debit,Detroit,Branch,28.0,Student,70.0,1.0,818.3599999999999,Low,Low,2
159.32,Debit,Seattle,Branch,18.0,Student,100.00000000000001,1.0,304.44,Low,Low,3
50.83,Debit,Philadelphia,Online,30.0,Doctor,48.0,1.0,9553.42,Very Low,High,1
56.89,Debit,Houston,Branch,59.0,Engineer,56.0,1.0,3034.67,Very Low,MediumLow,2
20.22,Debit,Jacksonville,ATM,43.0,Engineer,138.0,1.0,5515.32,Very Low,MediumHigh,2
50.4,Debit,San Antonio,Branch,36.0,Doctor,84.00000000000001,1.0,1677.01,Very Low,MediumLow,3
73.88,Debit,Los Angeles,Branch,53.0,Retired,131.0,1.0,4055.55,Very Low,MediumLow,2
119.61,Debit,San Diego,ATM,33.0,Doctor,53.00000000000001,1.0,9899.94,Low,High,3
899.2850000000002,Debit,Miami,Branch,18.0,Student,129.0,1.0,756.74,High,Low,1
116.58,Debit,Raleigh,Branch,43.0,Engineer,247.0,1.0,2620.74,Low,MediumLow,3
899.2850000000002,Debit,Portland,ATM,30.0,Doctor,161.0,1.0,11090.24,High,High,1
391.96,Debit,,ATM,64.0,Retired,79.0,1.0,2174.16,Medium,MediumLow,3
156.26,Debit,Virginia Beach,Branch,46.0,Engineer,160.0,1.0,7854.100000000001,Low,High,3
427.0,Debit,Oklahoma City,Branch,49.0,Engineer,163.0,1.0,8253.65,Medium,High,1
443.68,Debit,Tucson,,18.0,Student,137.0,1.0,874.1499999999999,Medium,Low,3
101.76,Debit,Philadelphia,,31.0,Doctor,26.0,1.0,6043.25,Low,MediumHigh,1
67.57,Debit,Charlotte,Branch,37.0,Engineer,107.0,1.0,2766.12,Very Low,MediumLow,0
326.29,Debit,Denver,Online,56.0,Engineer,179.0,1.0,8171.259999999999,Medium,High,0
158.56,Debit,Sacramento,ATM,33.0,Doctor,100.00000000000001,1.0,5401.21,Low,MediumHigh,3
56.02,Debit,Memphis,Online,27.0,Student,142.0,1.0,3548.02,Very Low,MediumLow,1
288.28,Debit,Portland,Online,27.0,Student,36.0,1.0,160.83,Medium,Low,1
245.67,Debit,Portland,Branch,24.0,Student,107.0,1.0,752.2499999999999,Low,Low,1
152.18,Debit,Los Angeles,Online,39.0,Engineer,176.0,1.0,2459.84,Low,MediumLow,2
114.35,Debit,El Paso,Branch,41.0,Engineer,21.000000000000004,1.0,469.12,Low,Low,2
373.27,Debit,Miami,Online,61.0,Doctor,79.0,1.0,8441.61,Medium,High,1
504.63000000000005,Debit,Portland,Online,60.0,Engineer,168.00000000000003,1.0,3806.16,High,MediumLow,1
126.22,Debit,Atlanta,ATM,46.0,Engineer,77.0,1.0,6133.41,Low,MediumHigh,0
820.15,Debit,Kansas City,Branch,47.0,Doctor,181.0,1.0,8802.97,High,High,2
899.2850000000002,Debit,Houston,Online,68.0,Doctor,127.0,1.0,14881.77,High,High,2
8.37,Debit,Colorado Springs,ATM,63.0,Retired,135.0,1.0,1106.34,Very Low,Low,0
197.49,Debit,Fresno,Online,53.0,Retired,30.0,1.0,5005.33,Low,MediumHigh,2
637.97,Debit,New York,Branch,58.0,Retired,90.0,1.0,7949.03,High,High,1
13.52,Debit,Seattle,ATM,26.0,Student,65.0,1.0,259.77,Very Low,Low,3
432.1,Debit,San Francisco,ATM,49.0,Engineer,240.0,1.0,2114.3,Medium,MediumLow,3
375.17,Debit,Fort Worth,ATM,51.0,Engineer,66.0,1.0,5495.3,Medium,MediumHigh,2
642.68,Debit,Fresno,Branch,50.0,Doctor,94.0,1.0,8461.46,High,High,2
78.44,Debit,San Jose,Online,52.0,Retired,292.0,1.0,6870.84,Very Low,MediumHigh,3
139.72,Debit,Memphis,Branch,49.0,Engineer,201.0,1.0,5058.83,Low,MediumHigh,1
499.99,Debit,San Jose,Branch,31.0,Engineer,296.0,1.0,8885.0,High,High,3
10.07,Debit,Albuquerque,Online,24.0,Student,49.0,1.0,530.81,Very Low,Low,0
120.61999999999999,Debit,Raleigh,ATM,23.0,Student,85.0,1.0,9379.53,Low,High,3
578.49,Debit,Nashville,Branch,59.0,Retired,180.0,1.0,6475.13,High,MediumHigh,1
119.3,Debit,Mesa,Branch,34.0,Engineer,22.0,1.0,319.04,Low,Low,1
280.92,Debit,Phoenix,Online,41.0,Doctor,168.00000000000003,1.0,5298.85,Low,MediumHigh,1
42.42,Debit,Sacramento,Online,21.0,Student,102.0,1.0,490.57,Very Low,Low,3
77.03,Debit,Fresno,ATM,67.0,Doctor,259.0,1.0,11310.27,Very Low,High,2
22.59,Debit,Seattle,ATM,62.0,Retired,45.0,1.0,3988.75,Very Low,MediumLow,3
568.76,Debit,Baltimore,ATM,51.0,Retired,155.0,1.0,7484.319999999999,High,MediumHigh,0
25.94,Debit,San Jose,Online,58.0,Retired,211.0,1.0,4815.11,Very Low,MediumHigh,3
105.94,Debit,Oklahoma City,Branch,51.0,Engineer,207.0,1.0,5963.1,Low,MediumHigh,1
733.29,Debit,Virginia Beach,ATM,52.0,Doctor,94.0,1.0,10427.0,High,High,3
350.15,Debit,Fresno,ATM,21.0,Student,195.0,1.0,296.47,Medium,Low,2
899.2850000000002,Debit,Kansas City,ATM,65.0,Doctor,105.0,1.0,1100.06,High,Low,2
183.67,Debit,San Diego,Online,19.0,Student,238.0,1.0,910.26,Low,Low,3
278.27,Debit,Tucson,Branch,29.0,Doctor,123.0,1.0,6684.34,Low,MediumHigh,3
470.3,Debit,Austin,ATM,40.0,Doctor,88.0,1.0,8524.09,Medium,High,0
261.69,Debit,Philadelphia,ATM,53.0,Retired,84.00000000000001,1.0,5126.65,Low,MediumHigh,1
365.04,Debit,Virginia Beach,Branch,22.0,Student,94.0,1.0,873.8899999999999,Medium,Low,3
211.1,Debit,Miami,Branch,57.0,Retired,136.0,1.0,7059.77,Low,MediumHigh,1
21.49,Debit,Denver,ATM,58.0,Doctor,240.0,1.0,11991.24,Very Low,High,0
63.58,Debit,Columbus,ATM,18.0,Student,199.0,1.0,8086.040000000001,Very Low,High,0
321.86,Debit,San Antonio,ATM,63.0,Doctor,167.0,1.0,12626.49,Medium,High,3
12.11,Debit,Jacksonville,,75.0,Retired,127.0,1.0,1730.28,Very Low,MediumLow,2
642.54,Debit,Milwaukee,Branch,44.0,Engineer,28.0,1.0,3143.17,High,MediumLow,1
210.45,Debit,Las Vegas,ATM,27.0,Student,146.0,1.0,1242.49,Low,Low,2
313.65,Debit,Chicago,Branch,55.0,Retired,173.0,1.0,1886.36,Medium,MediumLow,0
99.76,Debit,Sacramento,Branch,26.0,Student,131.0,1.0,416.89,Low,Low,3
115.32,Debit,Denver,Branch,53.0,Retired,113.0,1.0,5929.08,Low,MediumHigh,0
33.61,Debit,Milwaukee,Online,23.0,Student,72.0,1.0,479.08,Very Low,Low,1
498.59,Debit,Oklahoma City,Online,33.0,Doctor,32.0,1.0,5862.99,High,MediumHigh,1
98.81,Debit,San Francisco,Branch,27.0,Student,91.0,1.0,797.1,Low,Low,3
1.8700000000000003,Debit,Washington,ATM,65.0,Retired,147.0,1.0,7287.94,Very Low,MediumHigh,3
78.92,Debit,Jacksonville,Online,59.0,Engineer,95.0,1.0,5624.86,Very Low,MediumHigh,2
194.29,Debit,Seattle,Branch,39.0,Engineer,10.0,1.0,2988.41,Low,MediumLow,3
28.73,Debit,Kansas City,ATM,53.0,Engineer,185.0,1.0,2712.96,Very Low,MediumLow,2
105.53,Debit,Colorado Springs,Online,24.0,Student,88.0,1.0,1433.66,Low,Low,0
737.34,Debit,Miami,Online,30.0,Doctor,34.0,1.0,7336.56,High,MediumHigh,1
237.86,Debit,Philadelphia,ATM,18.0,Student,210.0,1.0,475.62999999999994,Low,Low,1
409.61,Debit,Kansas City,Branch,65.0,Doctor,89.0,1.0,11698.15,Medium,High,2
75.53,Debit,Fresno,Online,21.0,Student,157.0,1.0,1034.35,Very Low,Low,2
72.75,Debit,Phoenix,ATM,64.0,Doctor,15.0,1.0,12042.79,Very Low,High,1
39.11,Debit,Columbus,Online,26.0,Student,143.0,1.0,518.54,Very Low,Low,0
899.2850000000002,Debit,San Francisco,ATM,23.0,Student,139.0,1.0,1258.93,High,Low,3
729.38,Debit,Los Angeles,ATM,68.0,Doctor,90.0,1.0,9127.65,High,High,2
137.49,Debit,Fort Worth,ATM,34.0,Engineer,50.00000000000001,1.0,4471.05,Low,MediumLow,2
504.71,Debit,Detroit,Online,29.0,Engineer,61.00000000000001,1.0,6214.54,High,MediumHigh,2
371.47,Debit,Milwaukee,Branch,24.0,Student,58.00000000000001,1.0,1187.04,Medium,Low,1
430.35,Debit,Charlotte,Online,36.0,Doctor,205.0,1.0,354.9,Medium,Low,0
230.32,Debit,Las Vegas,Branch,35.0,Engineer,56.0,1.0,791.46,Low,Low,2
121.71,Debit,Chicago,ATM,52.0,Retired,140.0,1.0,5878.89,Low,MediumHigh,0
98.87,Debit,Detroit,Online,20.0,Student,179.0,1.0,533.2,Low,Low,2
117.55,Debit,Fresno,ATM,24.0,Student,35.0,1.0,897.94,Low,Low,2
244.64,Debit,Tucson,Branch,30.0,Doctor,103.0,1.0,9159.56,Low,High,3
321.93,Debit,Nashville,ATM,45.0,Engineer,12.0,1.0,4392.73,Medium,MediumLow,1
899.2850000000002,Debit,Columbus,Branch,58.0,Retired,11.0,1.0,1390.98,High,Low,0
283.23,Debit,El Paso,Online,40.0,Engineer,98.0,1.0,2008.7700000000002,Low,MediumLow,2
346.65,Debit,Washington,Online,30.0,Engineer,60.00000000000001,1.0,6356.96,Medium,MediumHigh,3
381.62,Debit,Las Vegas,Online,64.0,Retired,164.0,1.0,6009.12,Medium,MediumHigh,2
388.65,Debit,Oklahoma City,ATM,76.0,Retired,43.0,1.0,7896.850000000001,Medium,High,1
29.22,Debit,San Antonio,ATM,24.0,Student,151.0,1.0,1649.43,Very Low,MediumLow,3
46.75,Debit,Colorado Springs,Branch,67.0,Retired,150.0,1.0,2840.43,Very Low,MediumLow,0
348.64,Debit,San Jose,Online,57.0,Retired,128.0,1.0,3274.96,Medium,MediumLow,3
319.17,Debit,Tucson,Online,73.0,Retired,81.0,1.0,6501.56,Medium,MediumHigh,3
73.95,Debit,Kansas City,ATM,26.0,Student,75.99999999999999,1.0,363.92,Very Low,Low,2
389.63,Debit,Mesa,Online,27.0,Engineer,99.0,1.0,9748.48,Medium,High,1
217.61,Debit,Chicago,ATM,19.0,Student,45.0,1.0,1404.53,Low,Low,0
199.84,Debit,Dallas,ATM,21.0,Student,150.0,1.0,706.44,Low,Low,0
56.35,Debit,Charlotte,ATM,44.0,Doctor,75.0,1.0,5095.73,Very Low,MediumHigh,0
248.95000000000002,Debit,San Francisco,Branch,65.0,Retired,29.000000000000004,1.0,3059.79,Low,MediumLow,3
142.58,Debit,San Antonio,ATM,33.0,Engineer,145.0,1.0,7844.23,Low,High,3
899.2850000000002,Debit,Fort Worth,ATM,28.0,Student,87.0,1.0,1119.61,High,Low,2
84.34,Debit,Memphis,Online,58.0,Retired,247.99999999999997,1.0,5313.97,Very Low,MediumHigh,1
899.2850000000002,Debit,Phoenix,ATM,31.0,Engineer,156.0,1.0,6227.99,High,MediumHigh,1
333.78,Debit,San Diego,ATM,60.0,Retired,98.0,1.0,6810.94,Medium,MediumHigh,3
332.59,Debit,San Antonio,Online,55.0,Retired,143.0,1.0,1457.07,Medium,Low,3
236.81,Debit,Oklahoma City,Branch,22.0,Student,15.0,1.0,813.68,Low,Low,1
417.8,Debit,Philadelphia,Branch,27.0,Student,130.0,1.0,1518.82,Medium,Low,1
319.27,Debit,San Antonio,ATM,50.0,Doctor,150.0,1.0,10269.78,Medium,High,3
384.1,Debit,Detroit,Branch,42.0,Engineer,172.0,1.0,672.7899999999998,Medium,Low,2
820.62,Debit,Fresno,Branch,61.0,Doctor,158.0,1.0,6024.8,High,MediumHigh,2
474.77,Debit,Indianapolis,Online,56.0,Engineer,50.00000000000001,1.0,2158.59,Medium,MediumLow,2
542.72,Debit,Indianapolis,Branch,43.0,Doctor,91.99999999999999,1.0,6011.8,High,MediumHigh,2
79.8,Debit,Fort Worth,ATM,73.0,Retired,75.99999999999999,1.0,6372.58,Very Low,MediumHigh,2
46.24,Debit,San Diego,Branch,57.0,Engineer,52.00000000000001,1.0,2569.56,Very Low,MediumLow,3
327.8,Debit,San Francisco,ATM,61.0,Doctor,53.99999999999999,1.0,10585.48,Medium,High,3
445.79,Debit,Las Vegas,ATM,52.0,Doctor,161.0,1.0,717.9899999999999,Medium,Low,2
55.89,Debit,Fresno,Online,72.0,Retired,150.0,1.0,3689.65,Very Low,MediumLow,2
158.41,Debit,Sacramento,Branch,28.0,Student,16.0,1.0,1512.16,Low,Low,3
101.19,Debit,Denver,Online,64.0,Doctor,75.0,1.0,14389.45,Low,High,0
827.14,Debit,El Paso,Branch,36.0,Engineer,265.0,1.0,9800.21,High,High,2
61.970000000000006,Debit,Phoenix,ATM,74.0,Retired,95.0,1.0,7014.69,Very Low,MediumHigh,1
27.21,Debit,San Jose,ATM,79.0,Retired,102.0,1.0,3520.61,Very Low,MediumLow,3
173.74,Debit,Houston,Online,80.0,Retired,64.0,1.0,4913.42,Low,MediumHigh,2
176.11,Debit,San Jose,Branch,38.0,Engineer,105.0,1.0,9155.35,Low,High,3
88.4,Debit,Fort Worth,Online,46.0,Engineer,174.0,1.0,2567.53,Very Low,MediumLow,2
567.92,Debit,Columbus,Online,53.0,Retired,14.0,1.0,3779.4699999999993,High,MediumLow,0
138.11,Debit,Phoenix,Online,68.0,Retired,104.0,1.0,4177.65,Low,MediumLow,1
456.93,Debit,Virginia Beach,Branch,28.0,Engineer,193.0,1.0,7284.76,Medium,MediumHigh,3
101.42,Debit,Atlanta,Online,66.0,Retired,146.0,1.0,6530.59,Low,MediumHigh,0
300.61,Debit,El Paso,Online,44.0,Doctor,51.00000000000001,1.0,7895.540000000001,Medium,High,2
265.94,Debit,Boston,Online,54.0,Engineer,132.0,1.0,6781.3,Low,MediumHigh,0
345.54,Debit,San Diego,Online,29.0,Engineer,50.00000000000001,1.0,2091.78,Medium,MediumLow,3
411.52,Debit,Los Angeles,ATM,41.0,Doctor,88.0,1.0,11108.39,Medium,High,2
111.21,Debit,Portland,Branch,35.0,Doctor,111.0,1.0,9088.36,Low,High,1
316.37,Debit,Colorado Springs,ATM,53.0,Engineer,86.0,1.0,4671.69,Medium,MediumLow,0
260.63,Debit,Fort Worth,Branch,37.0,Engineer,142.0,1.0,7534.7300000000005,Low,MediumHigh,2
92.36,Debit,Dallas,ATM,29.0,Engineer,144.0,1.0,6353.14,Very Low,MediumHigh,0
262.06,Debit,Oklahoma City,Branch,63.0,Doctor,118.0,1.0,13587.52,Low,High,1
64.5,Debit,Denver,ATM,74.0,Retired,230.0,1.0,1351.24,Very Low,Low,0
253.55,Debit,Jacksonville,ATM,28.0,Engineer,85.0,1.0,2797.26,Low,MediumLow,2
211.36,Debit,Nashville,Branch,21.0,Student,125.0,1.0,1222.77,Low,Low,1
175.94,Debit,Indianapolis,ATM,57.0,Retired,89.0,1.0,3728.0400000000004,Low,MediumLow,2
199.47,Debit,Detroit,Online,57.0,Doctor,142.0,1.0,6067.44,Low,MediumHigh,2
51.07,Debit,Dallas,Branch,63.0,Retired,133.0,1.0,4292.16,Very Low,MediumLow,0
435.86,Debit,Jacksonville,ATM,56.0,Retired,134.0,1.0,3801.8200000000006,Medium,MediumLow,2
74.73,Debit,Jacksonville,Branch,64.0,Retired,162.0,1.0,6353.22,Very Low,MediumHigh,2
182.79,Debit,Louisville,Online,23.0,Student,14.0,1.0,1251.85,Low,Low,2
628.36,Debit,Austin,Online,44.0,Doctor,107.99999999999999,1.0,11869.71,High,High,0
268.39,Debit,San Antonio,Online,29.0,Doctor,177.0,1.0,9409.43,Low,High,3
362.27,Debit,Jacksonville,ATM,80.0,Retired,47.0,1.0,6003.59,Medium,MediumHigh,2
560.15,Debit,Memphis,Online,50.0,Engineer,91.99999999999999,1.0,817.83,High,Low,1
351.99,Debit,Chicago,ATM,80.0,Retired,45.0,1.0,3663.64,Medium,MediumLow,0
132.36,Debit,Colorado Springs,Branch,28.0,Student,160.0,1.0,319.65,Low,Low,0
24.77,Debit,Nashville,Online,40.0,Engineer,17.0,1.0,478.23,Very Low,Low,1
668.67,Debit,Detroit,Online,44.0,Doctor,143.0,1.0,13446.81,High,High,2
80.24,Debit,New York,Branch,53.0,Doctor,58.00000000000001,1.0,8012.810000000001,Very Low,High,1
8.65,Debit,Mesa,ATM,68.0,Retired,198.0,1.0,4201.22,Very Low,MediumLow,1
178.91,Debit,Omaha,ATM,18.0,Student,18.999999999999996,1.0,8870.89,Low,High,1
115.22,Debit,San Francisco,Branch,27.0,Engineer,107.99999999999999,1.0,906.1999999999999,Low,Low,3
161.63,Debit,San Jose,Online,46.0,Doctor,276.0,1.0,9286.37,Low,High,3
542.75,Debit,Nashville,Branch,70.0,Retired,63.0,1.0,2224.08,High,MediumLow,1
317.47,Debit,Sacramento,Online,67.0,Doctor,16.0,1.0,14639.28,Medium,High,3
280.99,Debit,Houston,Branch,45.0,Engineer,29.000000000000004,1.0,9733.59,Low,High,2
24.19,Debit,San Diego,ATM,29.0,Engineer,28.0,1.0,2756.2,Very Low,MediumLow,3
586.85,Debit,Mesa,ATM,36.0,Doctor,86.0,1.0,6655.15,High,MediumHigh,1
372.41,Debit,San Diego,ATM,55.0,Retired,143.0,1.0,3233.87,Medium,MediumLow,3
211.36,Debit,Fresno,ATM,20.0,Student,148.0,1.0,1676.57,Low,MediumLow,2
383.69,Debit,Colorado Springs,Online,54.0,Engineer,285.0,1.0,8371.11,Medium,High,0
247.16999999999996,Debit,Chicago,Branch,65.0,Retired,149.0,1.0,2611.64,Low,MediumLow,0
48.78,Debit,Kansas City,Branch,18.0,Student,136.0,1.0,552.06,Very Low,Low,2
4.15,Debit,Omaha,Branch,60.0,Retired,119.0,1.0,6017.36,Very Low,MediumHigh,1
60.989999999999995,Debit,Oklahoma City,Branch,34.0,Engineer,58.00000000000001,1.0,7281.46,Very Low,MediumHigh,1
408.19,Debit,Mesa,Branch,26.0,Engineer,241.0,1.0,6847.47,Medium,MediumHigh,1
524.6,Debit,El Paso,Branch,58.0,Doctor,75.99999999999999,1.0,13017.7,High,High,2
108.96,Debit,Milwaukee,ATM,26.0,Student,247.0,1.0,7597.660000000001,Low,MediumHigh,1
70.03,Debit,Nashville,Branch,63.0,Retired,49.0,1.0,7330.31,Very Low,MediumHigh,1
124.84,Debit,Louisville,Online,52.0,Retired,79.0,1.0,6711.78,Low,MediumHigh,2
324.04,Debit,Virginia Beach,ATM,54.0,Retired,30.0,1.0,2248.06,Medium,MediumLow,3
39.69,Debit,Austin,Online,70.0,Retired,163.0,1.0,3524.68,Very Low,MediumLow,0
157.7,Debit,Omaha,Branch,58.0,,45.99999999999999,1.0,8332.58,Low,High,1
81.27,Debit,Seattle,Online,22.0,Student,68.00000000000001,1.0,1814.48,Very Low,MediumLow,3
193.82,Debit,Kansas City,Branch,37.0,Engineer,176.0,1.0,3886.7699999999995,Low,MediumLow,2
16.73,Debit,,Online,79.0,Retired,165.0,1.0,7591.129999999999,Very Low,MediumHigh,3
474.05,Debit,San Jose,ATM,57.0,Retired,214.0,1.0,1484.31,Medium,Low,3
39.21,Debit,Miami,ATM,66.0,Doctor,245.0,1.0,9385.57,Very Low,High,1
637.75,Debit,Dallas,Branch,79.0,Retired,151.99999999999997,1.0,4202.92,High,MediumLow,0
153.59,Debit,Portland,Branch,66.0,Retired,174.0,1.0,4813.12,Low,MediumHigh,1
186.6,Debit,Tucson,Branch,18.0,Student,139.0,1.0,9716.68,Low,High,3
644.08,Debit,Atlanta,Online,24.0,Student,55.0,1.0,1980.62,High,MediumLow,0
226.66,Debit,,Branch,41.0,Doctor,168.00000000000003,1.0,10216.25,Low,High,3
305.0,Debit,Phoenix,ATM,22.0,Student,222.0,1.0,944.83,Medium,Low,1
233.1,Debit,Nashville,Branch,42.0,Doctor,37.0,1.0,7469.2,Low,MediumHigh,1
793.13,Debit,Memphis,Online,68.0,Doctor,75.99999999999999,1.0,13389.16,High,High,1
224.19,Debit,Houston,ATM,52.0,Doctor,93.0,1.0,8475.47,Low,High,2
214.83,Debit,Tucson,ATM,23.0,Student,63.0,1.0,991.6899999999999,Low,Low,3
163.46,Debit,Baltimore,Branch,63.0,Retired,111.0,1.0,6953.8,Low,MediumHigh,0
194.99,Debit,Jacksonville,Branch,34.0,Engineer,91.0,1.0,1370.03,Low,Low,2
23.4,Debit,El Paso,ATM,46.0,Doctor,175.0,1.0,14851.28,Very Low,High,2
227.5,Debit,Sacramento,Online,34.0,Doctor,277.0,1.0,11505.35,Low,High,3
259.9,Debit,Oklahoma City,Online,26.0,Student,100.00000000000001,1.0,914.2799999999999,Low,Low,1
59.51,Debit,Dallas,Online,36.0,Doctor,55.0,1.0,9955.88,Very Low,High,0
50.63,Debit,Columbus,Online,64.0,Retired,143.0,1.0,4732.81,Very Low,MediumLow,0
899.2850000000002,Debit,Jacksonville,Branch,20.0,Student,91.0,1.0,530.86,High,Low,2
112.94,Debit,San Antonio,Online,73.0,Retired,30.999999999999996,1.0,3807.8399999999997,Low,MediumLow,3
11.81,Debit,Phoenix,ATM,21.0,Student,131.0,1.0,320.25,Very Low,Low,1
329.14,Debit,Sacramento,Branch,55.0,Doctor,14.0,1.0,12033.92,Medium,High,3
154.24,Debit,Mesa,ATM,61.0,Retired,82.0,1.0,6109.55,Low,MediumHigh,1
233.44,Debit,Chicago,Online,20.0,Student,297.0,1.0,1691.88,Low,MediumLow,0
141.8,Debit,Chicago,ATM,18.0,Student,116.00000000000001,1.0,1697.67,Low,MediumLow,0
209.03,Debit,Detroit,Branch,55.0,Engineer,126.0,1.0,8359.5,Low,High,2
899.2850000000002,Debit,Baltimore,ATM,26.0,Student,144.0,1.0,1629.12,High,MediumLow,0
261.14,Debit,San Antonio,,42.0,Engineer,162.0,1.0,6100.08,Low,MediumHigh,3
101.81,Debit,Fort Worth,ATM,45.0,Doctor,105.0,1.0,13872.03,Low,High,2
98.71,Debit,Fort Worth,ATM,32.0,Doctor,117.0,1.0,10095.23,Low,High,2
87.38,Debit,Atlanta,Branch,21.0,Student,252.0,1.0,1504.99,Very Low,Low,0
83.39,Debit,Omaha,Branch,32.0,Doctor,158.0,1.0,13182.11,Very Low,High,1
267.55,Debit,Charlotte,Online,46.0,Engineer,40.0,1.0,4330.04,Low,MediumLow,0
870.05,Debit,El Paso,ATM,29.0,Doctor,39.0,1.0,905.2499999999999,High,Low,2
154.32,Debit,Tucson,ATM,38.0,Engineer,112.0,1.0,6972.5,Low,MediumHigh,3
164.51,Debit,Louisville,Branch,78.0,Retired,110.0,1.0,3553.69,Low,MediumLow,2
758.12,Debit,San Francisco,ATM,69.0,Retired,90.0,1.0,6164.65,High,MediumHigh,3
103.76,Debit,Kansas City,Online,28.0,Engineer,188.0,1.0,9626.14,Low,High,2
583.92,Debit,Kansas City,Online,55.0,Engineer,139.0,1.0,6364.14,High,MediumHigh,2
204.06,Debit,Washington,Online,77.0,Retired,159.0,1.0,4351.83,Low,MediumLow,3
53.51,Debit,New York,Online,56.0,Retired,165.0,1.0,5773.5,Very Low,MediumHigh,1
899.2850000000002,Debit,Los Angeles,Branch,30.0,Engineer,262.0,1.0,9257.04,High,High,2
52.95,Debit,Charlotte,Online,68.0,,14.0,1.0,6335.58,Very Low,MediumHigh,0
120.17,Debit,Portland,ATM,49.0,Doctor,105.0,1.0,5403.79,Low,MediumHigh,1
220.8,Debit,Indianapolis,Online,31.0,Engineer,28.0,1.0,8135.31,Low,High,2
119.01,Debit,Philadelphia,ATM,45.0,Doctor,87.0,1.0,9798.26,Low,High,1
183.32,Debit,Raleigh,ATM,21.0,Student,74.0,1.0,137.42,Low,Low,3
858.88,Debit,Jacksonville,Online,60.0,Engineer,227.0,1.0,7015.46,High,MediumHigh,2
11.46,Debit,San Francisco,Online,41.0,Engineer,128.0,1.0,2356.71,Very Low,MediumLow,3
61.37,Debit,Columbus,Branch,75.0,Retired,164.0,1.0,4294.44,Very Low,MediumLow,0
103.08,Debit,Milwaukee,Branch,49.0,Engineer,150.0,1.0,9251.38,Low,High,1
1.2100000000000002,Debit,Atlanta,Branch,55.0,Retired,196.0,1.0,7542.739999999999,Very Low,MediumHigh,0
425.18,Debit,Colorado Springs,Online,26.0,Engineer,172.0,1.0,9880.71,Medium,High,0
60.96,Debit,Colorado Springs,ATM,52.0,Retired,238.0,1.0,6189.24,Very Low,MediumHigh,0
64.21,Debit,Omaha,ATM,51.0,Doctor,37.0,1.0,12540.18,Very Low,High,1
523.02,Debit,Jacksonville,Online,53.0,Retired,83.0,1.0,4586.11,High,MediumLow,2
50.26,Debit,Las Vegas,Branch,65.0,Retired,164.0,1.0,1519.38,Very Low,Low,2
110.08,Debit,Detroit,Branch,19.0,Student,95.0,1.0,1447.26,Low,Low,2
54.47,Debit,Philadelphia,Branch,23.0,Student,34.0,1.0,1131.42,Very Low,Low,1
79.76,Debit,Kansas City,Online,68.0,Doctor,115.0,1.0,10278.75,Very Low,High,2
16.79,Debit,Detroit,Online,30.0,Doctor,146.0,1.0,535.15,Very Low,Low,2
899.2850000000002,Debit,San Diego,Online,18.0,Student,61.99999999999999,1.0,859.8599999999999,High,Low,3
68.62,Debit,Omaha,Branch,29.0,Doctor,157.0,1.0,13891.47,Very Low,High,1
211.36,Debit,New York,Branch,20.0,Student,280.0,1.0,1545.77,Low,MediumLow,1
643.38,Debit,Detroit,Online,18.0,Student,105.0,1.0,1046.74,High,Low,2
328.34,Debit,San Diego,Online,42.0,Engineer,30.999999999999996,1.0,2840.45,Medium,MediumLow,3
72.68,Debit,Seattle,Online,69.0,Retired,44.0,1.0,6216.77,Very Low,MediumHigh,3
354.76,Debit,Detroit,Branch,51.0,Doctor,279.0,1.0,10141.92,Medium,High,2
793.88,Debit,Los Angeles,ATM,22.0,Student,252.0,1.0,1404.06,High,Low,2
29.22,Debit,Detroit,ATM,27.0,Engineer,69.00000000000001,1.0,7795.79,Very Low,High,2
653.97,Debit,Miami,,37.0,Engineer,100.00000000000001,1.0,3886.65,High,MediumLow,1
366.43,Debit,Portland,Online,21.0,Student,91.99999999999999,1.0,1560.45,Medium,MediumLow,1
120.86,Debit,Colorado Springs,Online,33.0,Doctor,162.0,1.0,13566.58,Low,High,0
233.74,Debit,Boston,Online,72.0,Retired,142.0,1.0,4749.54,Low,MediumHigh,0
471.84,Debit,Raleigh,ATM,18.0,Student,138.0,1.0,1044.33,Medium,Low,3
213.4,Debit,Fort Worth,Branch,73.0,Retired,100.00000000000001,1.0,2012.24,Low,MediumLow,2
254.20999999999998,Debit,Phoenix,ATM,48.0,Engineer,45.99999999999999,1.0,2487.2,Low,MediumLow,1
577.73,Debit,San Jose,ATM,37.0,Doctor,63.0,1.0,14977.99,High,High,3
170.26,Debit,Chicago,ATM,27.0,Student,265.0,1.0,1969.48,Low,MediumLow,0
337.73,Debit,San Antonio,Online,78.0,Retired,107.0,1.0,7001.2,Medium,MediumHigh,3
330.61,Debit,Nashville,Branch,64.0,Retired,113.0,1.0,2525.25,Medium,MediumLow,1
132.33,Debit,Phoenix,ATM,35.0,Engineer,47.0,1.0,7457.94,Low,MediumHigh,1
672.74,Debit,Colorado Springs,Branch,46.0,Engineer,118.0,1.0,4734.110000000001,High,MediumLow,0
74.04,Debit,Memphis,Online,18.0,Student,66.0,1.0,1690.23,Very Low,MediumLow,1
197.18,Debit,Tucson,Online,28.0,Engineer,135.0,1.0,3114.92,Low,MediumLow,3
